timestamp,temperature,humidity,pressure,wind_speed,rainfall,ml_prediction,ml_status,anomaly_score
2020-10-19 19:30:00,7.17,78.13,995.43,1.43,0.0,0,Normal,0.24184749101103264
2020-10-19 19:40:00,7.04,78.07,995.36,1.03,0.0,0,Normal,0.23896996613736604
2020-10-19 19:50:00,7.05,77.76,995.28,1.08,0.0,0,Normal,0.24095262728605849
2020-10-19 20:00:00,6.97,78.4,995.38,0.92,0.0,0,Normal,0.23806415080439708
2020-10-19 20:10:00,6.81,78.87,995.41,1.1,0.0,0,Normal,0.23870123448034747
2020-10-19 20:20:00,6.82,78.01,995.67,1.35,0.0,0,Normal,0.24055879795784574
2020-10-19 20:30:00,6.9,77.07,995.8,0.81,0.0,0,Normal,0.23645535900145226
2020-10-19 20:40:00,6.57,79.19,995.64,1.0,0.0,0,Normal,0.23621424484511594
2020-10-19 20:50:00,6.09,81.6,995.62,1.05,0.0,0,Normal,0.23521946374839436
2020-10-19 21:00:00,5.84,83.3,995.68,0.37,0.0,0,Normal,0.21643319531451966
2020-10-19 21:10:00,5.67,83.7,995.79,0.54,0.0,0,Normal,0.22603561028953928
2020-10-19 21:20:00,5.1,88.2,995.99,1.33,0.0,0,Normal,0.2259789701740797
2020-10-19 21:30:00,4.76,90.6,995.92,0.89,0.0,0,Normal,0.21532524401314396
2020-10-19 21:40:00,5.09,88.3,995.87,0.48,0.0,0,Normal,0.213106914055747
2020-10-19 21:50:00,4.98,89.7,995.84,0.35,0.0,0,Normal,0.19777295768700598
2020-10-19 22:00:00,4.85,90.2,995.72,0.27,0.0,0,Normal,0.19662169844751426
2020-10-19 22:10:00,4.16,92.5,995.58,0.33,0.0,0,Normal,0.190603310779279
2020-10-19 22:20:00,3.81,93.7,995.43,0.5,0.0,0,Normal,0.20044651145141856
2020-10-19 22:30:00,4.1,92.3,995.25,0.51,0.0,0,Normal,0.20377069380004154
2020-10-19 22:40:00,4.06,93.2,995.1,0.37,0.0,0,Normal,0.1925599896280878
2020-10-19 22:50:00,4.05,92.8,994.92,0.36,0.0,0,Normal,0.19297667930935847
2020-10-19 23:00:00,3.85,94.1,994.69,0.72,0.0,0,Normal,0.2058649605305226
2020-10-19 23:10:00,3.67,95.0,994.46,0.49,0.0,0,Normal,0.1963672655585666
2020-10-19 23:20:00,3.77,93.6,994.33,0.28,0.0,0,Normal,0.18884583407758082
2020-10-19 23:30:00,3.75,93.2,994.33,0.58,0.0,0,Normal,0.2076897485011165
2020-10-19 23:40:00,3.51,94.0,994.3,0.43,0.0,0,Normal,0.1930589706901682
2020-10-19 23:50:00,3.6,93.3,994.28,0.22,0.0,0,Normal,0.18305480142010938
2020-10-20 00:00:00,3.75,92.8,994.27,0.32,0.0,0,Normal,0.1933591686080206
2020-10-20 00:10:00,3.6,93.8,994.16,0.29,0.0,0,Normal,0.1888041505415451
2020-10-20 00:20:00,3.22,95.1,994.08,0.4,0.0,0,Normal,0.18526911934840018
2020-10-20 00:30:00,2.73,97.5,994.02,0.64,0.0,0,Normal,0.18540654724371392
2020-10-20 00:40:00,2.77,97.7,993.91,0.3,0.0,0,Normal,0.16652605570762014
2020-10-20 00:50:00,2.66,97.9,993.72,0.26,0.0,0,Normal,0.16268369022805967
2020-10-20 01:00:00,2.66,98.3,993.68,0.3,0.0,0,Normal,0.16505779268841086
2020-10-20 01:10:00,2.89,96.3,993.71,0.35,0.0,0,Normal,0.1770568730897087
2020-10-20 01:20:00,3.04,96.1,993.61,0.37,0.0,0,Normal,0.18167945591337586
2020-10-20 01:30:00,2.91,96.4,993.5,0.33,0.0,0,Normal,0.17590519516961461
2020-10-20 01:40:00,2.58,98.1,993.37,0.74,0.0,0,Normal,0.18716391836140406
2020-10-20 01:50:00,2.66,97.6,993.25,0.72,0.0,0,Normal,0.18880546220039474
2020-10-20 02:00:00,2.63,96.7,993.21,0.76,0.0,0,Normal,0.1942173855290928
2020-10-20 02:10:00,2.08,99.1,993.14,0.82,0.0,0,Normal,0.1768471679744909
2020-10-20 02:20:00,2.1,99.7,993.15,1.22,0.0,0,Normal,0.1779174959315561
2020-10-20 02:30:00,2.1,99.3,993.12,1.41,0.0,0,Normal,0.17990550838941677
2020-10-20 02:40:00,2.1,99.4,993.08,1.04,0.0,0,Normal,0.17583022917814317
2020-10-20 02:50:00,2.23,98.2,993.09,0.92,0.0,0,Normal,0.18080654221683934
2020-10-20 03:00:00,2.27,97.8,993.11,1.13,0.0,0,Normal,0.1858602742359433
2020-10-20 03:10:00,2.08,97.5,993.02,0.81,0.0,0,Normal,0.18129093848825295
2020-10-20 03:20:00,1.74,99.7,992.87,1.05,0.0,0,Normal,0.17198166194503195
2020-10-20 03:30:00,2.14,98.5,992.69,1.06,0.0,0,Normal,0.18281622090304162
2020-10-20 03:40:00,2.87,93.8,992.58,1.31,0.0,0,Normal,0.2116770632096316
2020-10-20 03:50:00,2.8,93.1,992.53,0.9,0.0,0,Normal,0.20929496744583997
2020-10-20 04:00:00,2.14,95.7,992.39,0.76,0.0,0,Normal,0.19454017796867068
2020-10-20 04:10:00,2.27,95.9,992.18,1.04,0.0,0,Normal,0.19345002284047574
2020-10-20 04:20:00,2.6,94.7,992.07,1.22,0.0,0,Normal,0.2041907142491236
2020-10-20 04:30:00,2.74,93.9,991.85,1.47,0.0,0,Normal,0.20890916958752193
2020-10-20 04:40:00,2.84,92.8,991.58,1.83,0.0,0,Normal,0.2087673007454977
2020-10-20 04:50:00,2.79,92.6,991.43,1.81,0.0,0,Normal,0.20947370560972617
2020-10-20 05:00:00,2.99,91.0,991.46,2.29,0.0,0,Normal,0.21013802896855305
2020-10-20 05:10:00,3.15,89.5,991.52,2.0,0.0,0,Normal,0.21820596664300218
2020-10-20 05:20:00,3.2,88.8,991.58,1.51,0.0,0,Normal,0.22105567431395645
2020-10-20 05:30:00,3.1,88.9,991.41,1.62,0.0,0,Normal,0.2194773998799031
2020-10-20 05:40:00,2.99,89.4,991.29,2.36,0.0,0,Normal,0.2153481316028929
2020-10-20 05:50:00,3.06,88.8,991.12,2.73,0.0,0,Normal,0.21182869302896323
2020-10-20 06:00:00,3.29,86.8,990.9,2.97,0.0,0,Normal,0.20812441154477085
2020-10-20 06:10:00,3.6,84.4,990.68,3.02,0.0,0,Normal,0.21205536516424756
2020-10-20 06:20:00,3.7,83.6,990.68,2.6,0.0,0,Normal,0.22517312542527868
2020-10-20 06:30:00,3.77,83.4,990.65,2.53,0.0,0,Normal,0.2249102966655076
2020-10-20 06:40:00,3.58,84.7,990.65,2.35,0.0,0,Normal,0.22390278160671273
2020-10-20 06:50:00,3.38,85.8,990.55,2.83,0.0,0,Normal,0.21338579081796794
2020-10-20 07:00:00,3.67,84.2,990.5,2.89,0.0,0,Normal,0.21728445343381053
2020-10-20 07:10:00,3.81,84.2,990.3,2.26,0.0,0,Normal,0.22568587517936944
2020-10-20 07:20:00,3.82,85.1,990.24,2.0,0.0,0,Normal,0.2287885952457186
2020-10-20 07:30:00,3.87,85.0,990.24,3.27,0.0,0,Normal,0.20819884578495368
2020-10-20 07:40:00,4.25,84.2,990.01,2.43,0.0,0,Normal,0.22748706186726053
2020-10-20 07:50:00,4.28,85.1,989.94,1.97,0.0,0,Normal,0.2302325445076786
2020-10-20 08:00:00,4.62,84.9,990.03,3.19,0.0,0,Normal,0.2151007205100246
2020-10-20 08:10:00,4.68,85.0,990.2,2.5,0.0,0,Normal,0.22765275240560184
2020-10-20 08:20:00,4.73,85.4,990.22,2.52,0.0,0,Normal,0.22686018171707434
2020-10-20 08:30:00,4.59,86.5,990.19,2.02,0.0,0,Normal,0.22862820400584905
2020-10-20 08:40:00,4.42,88.1,990.21,1.2,0.0,0,Normal,0.2259415205867064
2020-10-20 08:50:00,4.86,87.0,990.16,0.75,0.0,0,Normal,0.22727863172372742
2020-10-20 09:00:00,5.19,87.1,990.06,2.81,0.0,0,Normal,0.2189522014019562
2020-10-20 09:10:00,6.15,85.3,989.98,3.4,0.0,0,Normal,0.2129323655055656
2020-10-20 09:20:00,6.8,82.5,989.95,3.55,0.0,0,Normal,0.21499424469651846
2020-10-20 09:30:00,7.12,82.2,989.82,3.79,0.0,0,Normal,0.21206595542094364
2020-10-20 09:40:00,7.57,81.3,989.91,3.79,0.0,0,Normal,0.21212996722064376
2020-10-20 09:50:00,8.15,79.55,990.03,3.33,0.0,0,Normal,0.22032780519385342
2020-10-20 10:00:00,8.34,79.28,989.98,2.95,0.0,0,Normal,0.22766640257119092
2020-10-20 10:10:00,8.4,79.8,989.75,3.45,0.0,0,Normal,0.21963560170065022
2020-10-20 10:20:00,8.43,80.5,989.74,3.57,0.0,0,Normal,0.21571572369842162
2020-10-20 10:30:00,8.77,79.74,989.71,3.13,0.0,0,Normal,0.22609209749304665
2020-10-20 10:40:00,9.16,78.08,989.67,3.85,0.0,0,Normal,0.21243886180134175
2020-10-20 10:50:00,9.61,77.0,989.41,3.81,0.0,0,Normal,0.21488026755867484
2020-10-20 11:00:00,10.03,76.33,989.22,3.83,0.0,0,Normal,0.218447384658767
