timestamp,station_id,city,temperature,humidity,pressure,wind_speed,rainfall,ml_prediction,ml_status,anomaly_score
2025-10-20 00:00:00,AWS_007,Jaipur,20.7,65,962.6,2.3,0.0,0,Normal,0.17130677249993376
2025-10-20 00:00:00,AWS_004,Delhi,22.9,72,986.5,3.4,0.0,0,Normal,0.18391104544919745
2025-10-20 00:00:00,AWS_005,Bengaluru,20.1,99,908.6,6.2,0.0,0,Normal,0.13054909907728052
2025-10-20 00:00:00,AWS_006,Kolkata,26.2,86,1008.6,6.5,0.0,0,Normal,0.20719654976661028
2025-10-20 00:00:00,AWS_001,Pune,22.5,72,946.1,4.5,0.0,0,Normal,0.19531626975971972
2025-10-20 00:00:00,AWS_002,Mumbai,26.0,80,1005.8,6.5,0.0,0,Normal,0.20755418641927303
2025-10-20 00:00:00,AWS_003,Nashik,21.7,85,945.2,9.8,0.0,0,Normal,0.2170544006764557
2025-10-20 01:00:00,AWS_005,Bengaluru,20.5,98,909.5,8.0,1.9,0,Normal,0.032932307775485725
2025-10-20 01:00:00,AWS_006,Kolkata,27.0,80,1009.2,7.4,0.0,0,Normal,0.20297442017940365
2025-10-20 01:00:00,AWS_002,Mumbai,26.1,80,1006.5,7.1,0.0,0,Normal,0.20711687534007656
2025-10-20 01:00:00,AWS_004,Delhi,22.8,74,986.9,1.8,0.0,0,Normal,0.16835303120948825
2025-10-20 01:00:00,AWS_007,Jaipur,20.4,68,963.1,7.1,0.0,0,Normal,0.19592795418546172
2025-10-20 01:00:00,AWS_001,Pune,22.4,73,946.9,5.5,0.0,0,Normal,0.19876137655849296
2025-10-20 01:00:00,AWS_003,Nashik,21.5,85,946.1,9.6,0.0,0,Normal,0.21443142910236918
2025-10-20 02:00:00,AWS_007,Jaipur,21.3,65,964.0,8.6,0.0,0,Normal,0.20227018493353843
2025-10-20 02:00:00,AWS_001,Pune,23.0,71,947.9,6.0,0.0,0,Normal,0.2088457929147765
2025-10-20 02:00:00,AWS_002,Mumbai,26.7,78,1007.4,7.3,0.0,0,Normal,0.20472490318601982
2025-10-20 02:00:00,AWS_005,Bengaluru,20.9,95,909.9,8.1,0.0,0,Normal,0.15842798361898858
2025-10-20 02:00:00,AWS_006,Kolkata,29.0,68,1010.1,6.8,0.0,0,Normal,0.192969079719655
2025-10-20 02:00:00,AWS_003,Nashik,22.2,83,946.9,10.3,0.0,0,Normal,0.2130231155175778
2025-10-20 02:00:00,AWS_004,Delhi,24.1,67,987.9,1.5,0.0,0,Normal,0.17068906584245486
2025-10-20 03:00:00,AWS_002,Mumbai,28.8,68,1008.0,5.5,0.0,0,Normal,0.19687373250757761
2025-10-20 03:00:00,AWS_001,Pune,25.0,63,948.9,7.4,0.0,0,Normal,0.2171331688189772
2025-10-20 03:00:00,AWS_003,Nashik,24.3,74,947.9,8.5,0.0,0,Normal,0.21718500740314023
2025-10-20 03:00:00,AWS_006,Kolkata,31.3,60,1010.6,8.4,0.0,0,Normal,0.17999704189574245
2025-10-20 03:00:00,AWS_004,Delhi,26.2,58,988.6,1.5,0.0,0,Normal,0.1712208708588686
2025-10-20 03:00:00,AWS_005,Bengaluru,22.2,86,910.7,9.1,0.0,0,Normal,0.17922251272539014
2025-10-20 03:00:00,AWS_007,Jaipur,24.1,58,964.9,9.0,0.0,0,Normal,0.2157811847310454
2025-10-20 04:00:00,AWS_007,Jaipur,26.6,50,966.0,9.2,0.0,0,Normal,0.2134594230895403
2025-10-20 04:00:00,AWS_002,Mumbai,31.6,52,1008.4,5.9,0.0,0,Normal,0.17526804202960106
2025-10-20 04:00:00,AWS_005,Bengaluru,23.9,77,911.1,9.2,0.0,0,Normal,0.1822546763321906
2025-10-20 04:00:00,AWS_001,Pune,27.3,54,949.3,11.0,0.0,0,Normal,0.20767022868459034
2025-10-20 04:00:00,AWS_006,Kolkata,33.2,48,1010.5,11.4,0.0,0,Normal,0.1457591644879599
2025-10-20 04:00:00,AWS_003,Nashik,26.5,64,948.5,10.5,0.0,0,Normal,0.21848699382572934
2025-10-20 04:00:00,AWS_004,Delhi,28.7,48,989.4,2.3,0.0,0,Normal,0.16808574050426256
2025-10-20 05:00:00,AWS_005,Bengaluru,25.1,71,911.0,10.0,0.0,0,Normal,0.17784709146176408
2025-10-20 05:00:00,AWS_003,Nashik,28.1,54,948.6,14.1,0.0,0,Normal,0.1930185195783119
2025-10-20 05:00:00,AWS_004,Delhi,30.5,40,989.1,3.9,0.0,0,Normal,0.17015781630425525
2025-10-20 05:00:00,AWS_001,Pune,29.3,44,949.3,14.2,0.0,0,Normal,0.18421746368184333
2025-10-20 05:00:00,AWS_002,Mumbai,33.6,41,1008.3,9.6,0.0,0,Normal,0.15587054645975473
2025-10-20 05:00:00,AWS_006,Kolkata,34.3,41,1010.1,11.5,0.0,0,Normal,0.1369797043796988
2025-10-20 05:00:00,AWS_007,Jaipur,28.3,43,965.9,10.2,0.0,0,Normal,0.20422555292410743
2025-10-20 06:00:00,AWS_007,Jaipur,29.5,33,965.5,9.5,0.0,0,Normal,0.19396426469539763
2025-10-20 06:00:00,AWS_005,Bengaluru,25.9,70,910.7,11.3,0.0,0,Normal,0.1735905531900726
2025-10-20 06:00:00,AWS_003,Nashik,28.9,49,948.1,15.6,0.0,0,Normal,0.17533036816830666
2025-10-20 06:00:00,AWS_001,Pune,30.6,36,948.7,15.5,0.0,0,Normal,0.15969521916191148
2025-10-20 06:00:00,AWS_006,Kolkata,34.8,37,1009.3,10.1,0.0,0,Normal,0.13222811515206057
2025-10-20 06:00:00,AWS_004,Delhi,31.6,35,988.6,5.8,0.0,0,Normal,0.16319967027597926
